UMAP1,UMAP2,cluster,cell_type
-3.893087,-2.495577,5,Microglia
-3.65259,5.979927,0,OPCs
-7.4370074,10.743117,1,Neurons
11.6309,10.2192545,2,Microglia
-4.5975223,-2.3707414,5,Oligodendrocytes
-1.2731291,7.4245663,0,Microglia
-1.4084188,3.8026283,0,Neurons
-4.6256356,9.282579,1,Neurons
0.63503194,9.869264,7,Neurons
-5.1337023,1.0701782,0,Neurons
-3.3365486,4.484212,0,Endothelial
0.11652165,1.0802048,0,OPCs
-0.687899,6.8743706,0,Neurons
-5.485196,1.9980378,0,Neurons
-2.5852163,-2.9186702,5,Neurons
0.52610964,13.6003895,3,Endothelial
-4.5314894,1.6120464,0,Neurons
-1.5016735,5.987665,0,Neurons
0.49942967,2.6086211,0,OPCs
3.3802712,6.2692757,4,Endothelial
11.868068,10.352147,2,Oligodendrocytes
-3.8530526,7.8376827,1,Oligodendrocytes
-1.7607937,12.63785,3,Neurons
-3.5101147,12.898066,3,Microglia
-1.7928423,9.385209,1,Neurons
1.133377,9.876864,7,Pericytes
0.00440829,6.998265,0,Neurons
9.790824,10.362145,2,Microglia
-8.579315,7.1593084,1,Neurons
9.539434,8.043885,2,Astrocytes
-4.593389,2.660646,0,Astrocytes
-5.6220884,6.769699,1,Neurons
0.26915395,2.4202652,0,Microglia
-2.517409,5.1581216,0,Neurons
-5.3385367,8.755608,1,Neurons
6.443599,2.3361275,8,OPCs
0.9679782,9.227016,7,Neurons
-2.4893866,10.411118,1,Neurons
-0.99116975,7.905707,0,Neurons
0.08812305,13.985058,3,Endothelial
-6.4979854,9.058358,1,Neurons
2.95269,-2.586877,6,Astrocytes
0.9736885,10.080719,7,Neurons
0.40885028,14.275074,3,Endothelial
3.4956007,7.092318,4,Neurons
7.881783,9.322156,2,Neurons
-7.311937,11.894681,1,Astrocytes
-2.079022,4.4450784,0,OPCs
-0.22616468,1.0489464,0,Oligodendrocytes
-0.16689348,9.888977,7,Neurons
-5.954381,5.301408,1,Neurons
8.569238,8.56151,2,Microglia
6.310352,9.9867525,4,Neurons
10.494091,9.126617,2,Astrocytes
-1.5337833,4.8884535,0,Pericytes
0.23953755,5.714488,0,Astrocytes
12.005777,10.144918,2,Oligodendrocytes
-0.47601256,7.743038,0,Astrocytes
8.395084,8.480806,2,Endothelial
2.4787304,-1.7868961,6,Astrocytes
-4.3653436,-2.8379357,5,Neurons
-1.4884152,6.937107,0,Neurons
-0.8059178,14.362572,3,Neurons
-5.2051406,10.638141,1,Neurons
0.84070206,2.796792,0,Microglia
-0.06414212,10.306858,7,Oligodendrocytes
-5.9439588,12.205107,1,Microglia
-3.6862178,-3.1818335,5,Neurons
0.2570137,2.4513063,0,Oligodendrocytes
5.7139564,8.735134,4,Endothelial
-0.37447542,4.4694214,0,Endothelial
-5.555564,1.2332538,0,Oligodendrocytes
-1.8600296,8.017697,0,Microglia
-2.9928746,4.39514,0,Neurons
-6.3457084,3.1407268,0,Pericytes
-3.9652514,9.402723,1,Neurons
-1.6237108,-1.2044455,5,OPCs
10.899245,10.02347,2,Microglia
10.25422,9.944567,2,OPCs
3.6817281,8.968944,4,Neurons
-1.5965371,9.785551,1,Neurons
-6.2403727,7.06372,1,Endothelial
5.837452,8.909501,4,Oligodendrocytes
1.8966484,-1.552188,6,Astrocytes
-5.8410974,1.5168387,0,Microglia
-0.94059145,3.9158702,0,Neurons
-4.590592,6.053452,1,Neurons
10.689278,10.90548,2,Oligodendrocytes
-2.0788248,8.810035,1,Endothelial
2.4483123,4.020852,0,Microglia
2.7228308,-1.6775595,6,Endothelial
1.5827248,2.3178093,0,Microglia
1.1700846,9.255114,7,Neurons
-2.3691425,15.41588,3,Neurons
8.370306,9.561262,2,Neurons
-7.7596393,10.373869,1,Microglia
1.5425609,2.478463,0,Microglia
6.0339823,7.0496583,4,Neurons
-0.8615009,15.285559,3,Oligodendrocytes
-0.5967169,12.995396,3,Neurons
0.15716079,14.854884,3,Microglia
-6.4844694,8.564052,1,Neurons
1.2065268,8.433001,7,Astrocytes
-6.3845177,2.747898,0,Neurons
-3.0344834,-3.005309,5,Microglia
2.072404,-2.3770182,6,Astrocytes
1.8124479,-2.5515676,6,Pericytes
-7.706802,10.146037,1,Neurons
0.75181186,4.0543394,0,OPCs
-7.1162815,12.038644,1,Neurons
8.871672,9.296234,2,Oligodendrocytes
-3.5558054,8.933361,1,OPCs
-0.3366406,3.3224697,0,Microglia
10.687997,10.361276,2,Oligodendrocytes
-2.968004,13.004502,3,Astrocytes
2.4455867,-1.7711425,6,Endothelial
-1.9640962,4.62797,0,OPCs
3.5907893,10.09336,4,Oligodendrocytes
9.676518,9.134541,2,Pericytes
-0.8022592,14.71487,3,Neurons
-1.033111,14.365975,3,Neurons
-0.2446995,1.909872,0,Oligodendrocytes
2.776317,-2.681058,6,Pericytes
3.7638893,6.952737,4,Neurons
11.924841,9.50968,2,Oligodendrocytes
0.6286813,3.3758862,0,Microglia
10.002693,8.966883,2,Endothelial
8.115748,13.486528,0,Microglia
-4.4932837,1.3726687,0,Neurons
-2.8088903,9.974552,1,OPCs
1.0362401,9.012191,7,Endothelial
-3.117046,4.6769433,0,Pericytes
1.1765046,9.215473,7,Neurons
-2.7075684,6.3417797,0,Neurons
0.22376311,2.8929853,0,Oligodendrocytes
-3.208135,9.096761,1,Neurons
-2.587114,6.8742113,0,Neurons
1.8368071,-0.6995965,0,Endothelial
-3.9234285,5.1437726,0,Pericytes
-0.5487251,15.214328,3,Neurons
-0.9678295,2.6002986,0,OPCs
-4.2929296,4.5481405,0,Neurons
0.2545189,7.152366,0,Microglia
-1.7650964,9.751515,1,Endothelial
-4.5177474,6.277598,1,Neurons
12.344902,10.509765,2,Oligodendrocytes
-0.6924265,-2.3243299,5,Microglia
-1.4007176,0.20744418,0,Oligodendrocytes
-1.0205835,13.711543,3,Neurons
4.7566967,0.0872729,8,Oligodendrocytes
-4.443462,1.2107315,0,Microglia
-4.936204,8.26015,1,Neurons
-1.3256915,12.95638,3,Neurons
-0.44536975,6.9464917,0,Neurons
3.720243,8.947322,4,Neurons
0.022909801,7.0418954,0,Neurons
10.845694,9.80429,2,Neurons
-0.47359353,14.905108,3,Microglia
9.336716,10.0102215,2,Microglia
-0.47071102,1.5346047,0,Oligodendrocytes
-8.36534,6.848649,1,Neurons
1.4321012,8.9464655,7,Neurons
3.339523,6.1199493,4,Neurons
2.8617427,6.634603,4,Microglia
-2.5262334,-2.196924,5,Microglia
-0.653534,6.7548327,0,Pericytes
-1.9747183,9.91245,1,Oligodendrocytes
-3.8262286,12.876597,3,Endothelial
-3.5232852,4.506329,0,Astrocytes
-2.0096843,1.6489584,0,Oligodendrocytes
-8.312867,7.040852,1,Neurons
9.962712,9.847099,2,Oligodendrocytes
10.274135,10.033317,2,Astrocytes
-7.372641,10.148255,1,Neurons
1.3233756,9.392913,7,Microglia
11.013989,10.952046,2,Oligodendrocytes
0.54666334,4.257451,0,Microglia
-5.1574173,6.8806577,1,Microglia
10.255001,10.313648,2,Endothelial
-1.1875318,-2.602337,5,Neurons
4.4197097,8.068466,4,Oligodendrocytes
4.069002,5.620541,4,Neurons
-8.331597,6.7996063,1,Endothelial
-4.258005,13.1732645,3,Endothelial
-4.4490595,-3.0239587,5,Astrocytes
0.5021129,13.518088,3,Neurons
-0.8801614,2.0115986,0,Oligodendrocytes
-6.986341,9.460267,1,Endothelial
1.536985,-2.0829957,6,Astrocytes
2.8469088,7.071805,4,Microglia
-7.308304,12.161592,1,Oligodendrocytes
-1.3272808,5.3238516,0,Neurons
-4.4317627,10.853122,1,Neurons
-0.77174425,14.01668,3,Microglia
-1.6865122,3.0163417,0,Astrocytes
1.0685886,9.729717,7,Neurons
-0.57961226,4.456117,0,Oligodendrocytes
-4.509871,-2.3901527,5,Neurons
4.2452126,-0.05665198,8,Oligodendrocytes
10.995333,10.791024,2,Endothelial
9.928891,10.564856,2,Microglia
-1.9523886,7.450979,1,Neurons
1.9469962,-2.6718025,6,Microglia
3.7755654,7.7491617,4,Pericytes
10.61399,10.510881,2,OPCs
-5.8411307,10.480336,1,Neurons
-0.4592596,5.141201,0,OPCs
5.1970253,-4.397007,6,Pericytes
0.17330252,7.0639052,0,Endothelial
-2.9853225,6.0701966,0,Neurons
-3.2825818,4.668701,0,Neurons
-0.36729124,5.7362475,0,Oligodendrocytes
8.457497,8.653262,2,Astrocytes
-0.6660758,0.5818357,0,Oligodendrocytes
2.0048895,-1.5759205,6,Astrocytes
-1.4987552,3.6661992,0,Oligodendrocytes
10.507111,9.600185,2,Endothelial
-1.720304,9.457963,1,Neurons
3.0864458,-3.039251,6,Microglia
0.025425727,10.275379,7,Microglia
-7.9547825,6.8731623,1,Neurons
-3.5603592,4.808294,0,Astrocytes
-1.7735312,12.263608,3,Endothelial
-3.9830997,1.6164507,0,Neurons
-0.5289724,5.6798434,0,Astrocytes
0.805903,14.362434,3,Neurons
-0.96244013,6.2053127,0,OPCs
-4.350629,4.0465918,0,Endothelial
9.166351,7.4633026,2,Endothelial
-6.991944,9.524207,1,Neurons
1.7895955,3.2477367,0,Microglia
-4.8451185,8.790495,1,Neurons
1.0959159,9.67618,7,Astrocytes
-0.52395684,9.090097,7,Microglia
-5.770084,2.1098428,0,Neurons
7.770338,9.01395,2,Microglia
3.900247,9.987416,4,OPCs
-0.32422414,1.3488809,0,Oligodendrocytes
4.928921,7.435361,4,Neurons
-2.2903552,5.753604,0,Endothelial
-3.333637,8.478671,1,Neurons
-2.6755483,9.512106,1,Endothelial
-4.3372736,-2.7744005,5,Microglia
-5.795099,7.0019374,1,Neurons
-3.8574834,4.0940695,0,Neurons
-4.2184553,10.885955,1,Neurons
5.268308,11.389818,4,Neurons
-0.9830866,14.998952,3,Neurons
0.4482856,3.2467792,0,Microglia
-1.6779207,4.844633,0,OPCs
-3.6756413,12.867692,3,Neurons
2.9196568,6.062053,4,Neurons
-4.2383647,10.673078,1,Astrocytes
5.208443,7.305861,4,Pericytes
2.5048978,-2.2919886,6,Astrocytes
3.2959397,5.9868526,4,Neurons
11.206491,10.881318,2,Oligodendrocytes
2.520478,-3.1687877,6,Pericytes
-6.065137,12.1207695,1,Neurons
-4.4663486,-2.3585756,5,Astrocytes
-4.087884,1.9799834,0,Endothelial
-4.6789227,1.4202131,0,Oligodendrocytes
-1.6016036,4.5919976,0,OPCs
0.80498844,3.3818986,0,Microglia
-1.8187445,5.050863,0,Neurons
7.2070765,0.73095447,8,Oligodendrocytes
0.6977205,10.245123,7,Endothelial
-4.566966,9.327973,1,Neurons
-2.053182,10.918401,1,Neurons
-2.2290137,9.081842,1,Endothelial
10.059168,8.532415,2,Oligodendrocytes
-1.7855749,3.645283,0,Oligodendrocytes
10.126241,10.012066,2,Oligodendrocytes
-0.26689696,4.236218,0,Neurons
-3.024998,3.9774885,0,Pericytes
-2.7713475,2.7114358,0,Oligodendrocytes
5.1128078,12.091038,4,Endothelial
-3.8978856,13.120979,3,Neurons
-6.3505445,7.29912,1,Neurons
1.7314541,6.586226,4,Neurons
2.9801018,7.0343556,4,Endothelial
-0.57860565,6.3949385,0,Neurons
-0.2626144,5.2865996,0,Neurons
5.6449337,8.918747,4,Oligodendrocytes
-2.5742126,9.217123,1,Neurons
-2.140815,7.1852016,0,Neurons
2.6056385,-1.07687,6,OPCs
-1.2728987,-2.6400657,5,Neurons
11.351342,7.577876,2,Oligodendrocytes
-1.4114171,14.8618145,3,Neurons
7.3807917,8.761822,2,OPCs
2.4746537,-2.3277307,6,Pericytes
0.59713054,13.918991,3,Microglia
-1.9442662,15.3630085,3,Pericytes
-7.8355103,6.4895754,1,Microglia
-3.1322873,6.122062,0,OPCs
9.811537,6.3933167,2,Endothelial
-0.95285636,13.707272,3,Neurons
-4.056966,3.6164665,0,Neurons
-1.2471803,6.4941964,0,Astrocytes
3.801638,10.145483,4,OPCs
-1.4672662,5.6454678,0,Neurons
-4.2065578,-2.161206,5,Microglia
5.791216,11.688441,4,Microglia
-0.85225004,14.467505,3,Neurons
-0.7694756,2.2137432,0,Oligodendrocytes
0.8066807,2.6754336,0,Microglia
7.6180005,8.693135,2,Neurons
-4.198068,10.432792,1,Astrocytes
-0.5826189,3.9646633,0,Oligodendrocytes
-4.3843355,7.578822,1,Neurons
-1.8952465,1.6685839,0,Oligodendrocytes
-7.7823586,11.941274,1,Neurons
-4.13304,1.9176099,0,Endothelial
-1.5145744,3.954012,0,Astrocytes
0.81163603,2.02748,0,Pericytes
-7.9264045,11.830384,1,Neurons
8.12548,9.105791,2,Oligodendrocytes
10.081453,10.479249,2,Microglia
-5.359427,2.1280448,0,OPCs
9.715496,7.4946446,2,Endothelial
2.8713725,3.7534218,0,Microglia
2.8344862,6.8639483,4,Neurons
2.3089736,3.6905446,0,Microglia
-1.2004158,1.5706159,0,Oligodendrocytes
-4.2696943,7.2192063,1,Neurons
10.038732,8.287486,2,Oligodendrocytes
0.8259296,3.0572033,0,Microglia
-0.48944303,3.220643,0,Neurons
-4.9256682,10.099128,1,Neurons
-2.8497925,7.9640093,1,Neurons
7.9100738,5.6581826,2,OPCs
0.38864163,3.288277,0,OPCs
-5.8574634,2.027444,0,Neurons
2.484973,-2.8350763,6,Astrocytes
-4.3622417,8.798506,1,Neurons
3.577721,9.5066,4,Neurons
0.23126164,13.679701,3,Neurons
-2.5531676,5.178562,0,Microglia
-0.22219387,4.0128684,0,Oligodendrocytes
1.5139074,-2.313416,6,Endothelial
-6.5920525,8.737822,1,Neurons
2.2522745,3.8090641,0,Microglia
-0.39445615,4.907586,0,Neurons
-4.0851755,13.194299,3,Neurons
-0.987358,12.853855,3,Neurons
1.3326269,3.129811,0,Microglia
4.219069,5.6625323,4,Neurons
1.190303,2.4296362,0,Neurons
-2.004005,15.442941,3,Neurons
8.490021,9.511592,2,Oligodendrocytes
9.793739,8.519792,2,Endothelial
-3.6780868,7.151057,0,Neurons
-0.33089498,14.648863,3,Microglia
8.710235,9.230722,2,Microglia
2.5158541,-2.5059628,6,Astrocytes
4.8757863,11.204278,4,Microglia
-4.304561,-2.2721329,5,Microglia
-4.379764,2.0049431,0,Neurons
-2.176048,-2.9321496,5,Microglia
3.003025,-2.6517577,6,Astrocytes
0.24676539,9.739432,7,Neurons
11.253193,7.7236557,2,Oligodendrocytes
-6.231643,12.052498,1,Microglia
-6.3019543,5.2898064,1,Neurons
-3.6661787,9.9999075,1,Neurons
7.2353888,2.371305,8,OPCs
-7.8723936,11.976524,1,Neurons
1.4097362,2.1368032,0,Oligodendrocytes
-4.263668,-2.7435346,5,Neurons
1.5934244,9.111767,7,Endothelial
10.799994,10.994826,2,Microglia
1.5072603,9.562145,7,Neurons
-3.391319,4.698506,0,Neurons
3.4281518,10.507319,4,Microglia
10.328591,8.378141,2,Oligodendrocytes
-0.77611715,3.814575,0,OPCs
5.550279,11.626348,4,Pericytes
0.4289201,2.3077903,0,OPCs
-4.5748606,1.3451018,0,Oligodendrocytes
0.25455728,14.413271,3,Endothelial
5.3778467,-4.56768,6,OPCs
-3.5838356,13.052461,3,Neurons
11.516752,10.502426,2,Microglia
-3.572315,4.7470427,0,Neurons
11.118952,10.69279,2,Neurons
-6.505931,2.3768616,0,Neurons
-1.947961,3.3466601,0,Oligodendrocytes
0.21119706,3.0629416,0,Microglia
-3.6551154,6.8283553,1,Endothelial
0.49049887,2.562926,0,Oligodendrocytes
-0.75390214,4.5663176,0,Neurons
-4.0461254,-1.9640758,5,Astrocytes
-6.105381,4.959376,1,Microglia
-4.9896007,6.243017,1,Endothelial
5.0229483,-0.003433593,8,Oligodendrocytes
7.401605,8.792774,2,Microglia
9.930074,6.8165526,2,Endothelial
-2.0548098,4.350275,0,OPCs
11.995858,10.5678835,2,OPCs
1.11755,10.060731,7,Endothelial
-8.052229,6.5341635,1,Neurons
-3.5720634,4.869738,0,Neurons
-0.0628992,1.5609803,0,Oligodendrocytes
-7.1249027,6.6432877,1,Neurons
-3.5809007,4.066919,0,Neurons
9.838552,10.25683,2,Oligodendrocytes
-5.7048497,1.8303457,0,Neurons
-0.44313583,15.029623,3,Neurons
-3.7566874,10.114077,1,Oligodendrocytes
1.5351353,-2.420574,6,Microglia
-5.8606963,7.541444,1,Oligodendrocytes
7.7096424,9.1066675,2,Neurons
9.296067,9.317127,2,Oligodendrocytes
8.4352,8.550662,2,Endothelial
-0.80410117,13.518125,3,Neurons
-3.1639645,6.787904,0,OPCs
0.98947096,2.0465655,0,Astrocytes
-5.032708,9.29353,1,Microglia
10.083952,9.866499,2,Microglia
4.6063538,10.299128,4,Microglia
3.9214468,8.452891,4,Microglia
-5.767147,7.2024164,1,Neurons
-4.4109874,-2.6591988,5,Neurons
-6.3239446,9.237282,1,Endothelial
12.630704,10.445057,2,Neurons
-3.6012866,12.73379,3,Neurons
-4.565362,8.886248,1,Neurons
-5.096535,8.040349,1,Pericytes
3.8246202,9.384189,4,Microglia
-4.541215,9.83789,1,Neurons
-0.057462417,4.3391504,0,OPCs
-6.4311986,10.682645,1,Neurons
-0.08016795,13.243149,3,Endothelial
0.8168612,3.1624658,0,Microglia
-4.0314255,13.08575,3,Microglia
-1.8607408,2.1006532,0,Oligodendrocytes
2.395864,-3.0198357,6,Astrocytes
-0.15942274,13.441006,3,Microglia
-0.15986595,10.502469,7,Endothelial
0.23716885,6.4198136,0,Endothelial
-4.5581245,7.0815754,1,Microglia
11.801859,9.883434,2,Astrocytes
-2.4668455,6.457345,0,OPCs
10.177642,10.235075,2,Oligodendrocytes
-4.019185,12.95769,3,Neurons
-1.2621586,12.118353,3,Neurons
1.0687914,3.4580917,0,Microglia
-5.681542,5.4421477,1,Neurons
-0.053938206,13.449538,3,Oligodendrocytes
10.381858,7.597839,2,Endothelial
-6.2925773,5.179203,1,OPCs
7.9216805,8.682433,2,Oligodendrocytes
2.3571558,-1.6024737,6,Oligodendrocytes
5.910478,6.991592,4,Neurons
-1.0542452,5.8217196,0,Neurons
1.2740003,4.920277,0,Astrocytes
5.6545,10.962312,4,Microglia
-0.13226575,9.253318,7,Neurons
3.5969648,0.8720562,8,Oligodendrocytes
3.7574627,10.310036,4,Microglia
10.381209,10.794859,2,Astrocytes
0.10288314,14.573231,3,Neurons
-0.33476058,1.8107617,0,Oligodendrocytes
4.698937,11.574574,4,Microglia
1.7268978,10.863018,7,Neurons
-1.1301938,3.1850586,0,OPCs
-0.15060267,5.4425297,0,Astrocytes
0.61305183,6.9463816,0,Neurons
-3.450405,8.454,1,Neurons
5.021151,-4.1785226,6,Endothelial
-5.6707687,1.3964444,0,Neurons
10.324014,5.397689,2,Pericytes
1.0894684,14.277986,3,Neurons
11.682474,10.021463,2,Microglia
-7.7794266,11.86622,1,Neurons
4.5942736,10.620826,4,Microglia
-1.0676088,0.5376346,0,Oligodendrocytes
-0.4701704,15.250249,3,Oligodendrocytes
-0.21169858,2.0373871,0,Microglia
-1.7141733,7.5463037,0,OPCs
3.4118822,9.945924,4,OPCs
-5.960209,11.648586,1,Endothelial
-3.6806087,5.281091,0,Pericytes
0.18923002,14.809615,3,Endothelial
-6.491184,2.802853,0,Neurons
1.1822566,8.899533,7,Neurons
-7.3801455,9.8918705,1,Neurons
0.50915074,2.5222242,0,Microglia
0.5489507,1.7840805,0,Oligodendrocytes
-0.6798635,13.343484,3,Astrocytes
1.2121668,9.464843,7,Neurons
-0.43561202,15.218028,3,Microglia
0.9144855,3.040922,0,Microglia
-5.1094103,9.932791,1,Neurons
2.4151907,3.7293675,0,Microglia
-4.508523,-2.0883648,5,Pericytes
-6.366924,6.85183,1,Endothelial
-5.9951677,7.150612,1,Endothelial
-3.6638277,3.7713466,0,Neurons
3.396055,9.310587,4,Endothelial
0.6132877,9.529069,7,Neurons
5.860176,11.273359,4,Endothelial
-2.6055481,5.809169,0,OPCs
6.752731,2.2622101,8,OPCs
-1.6088973,14.989186,3,Neurons
-4.699415,9.535237,1,Neurons
0.020285834,14.783937,3,Microglia
-2.0569222,-2.7123544,5,Microglia
5.1986732,7.225809,4,Neurons
-2.2204945,15.35119,3,OPCs
-4.018099,2.9194708,0,Endothelial
5.1562395,11.464131,4,Neurons
10.039503,9.104526,2,Neurons
-7.8157897,6.5221095,1,Endothelial
-1.6473087,-2.7450325,5,Microglia
-1.7280781,7.586459,0,Microglia
-3.4507685,6.5548153,0,Neurons
-4.7390695,1.4876032,0,Neurons
-0.16859506,3.2156708,0,Neurons
-0.98222774,13.8258,3,Neurons
1.5306175,10.460323,7,Neurons
-3.4203603,7.275083,1,Neurons
-5.2305555,2.92345,0,Astrocytes
2.7847037,-2.0570822,6,Astrocytes
-3.395637,9.259873,1,Neurons
10.514599,9.7339115,2,Oligodendrocytes
-0.8583565,4.143831,0,OPCs
-1.233685,2.4641905,0,Oligodendrocytes
-3.094759,8.9771595,1,Neurons
12.048705,10.4001,2,Neurons
12.1548605,9.587974,2,Oligodendrocytes
-4.6032534,11.031294,1,Astrocytes
-0.7794687,14.6948805,3,OPCs
-6.386214,7.0403156,1,Neurons
12.293443,10.509722,2,Neurons
-4.2961497,8.995561,1,Neurons
-4.2374096,10.46597,1,Neurons
-8.102694,6.447365,1,Astrocytes
-2.312902,9.35545,1,Neurons
-2.9084496,10.065221,1,Neurons
3.4869678,6.590181,4,Neurons
-0.99834996,12.395793,3,Neurons
3.8834813,9.688032,4,Neurons
-2.8151877,12.263747,3,Neurons
-4.6834154,-2.509759,5,Microglia
2.179703,-1.9724811,6,Pericytes
-1.512983,-2.3212235,5,Microglia
-2.6642225,8.445002,1,Endothelial
-7.3140087,11.806911,1,Oligodendrocytes
-2.456927,9.911792,1,Neurons
4.999531,7.1581597,4,Neurons
-5.0483437,8.21359,1,Astrocytes
4.092179,5.5363107,4,OPCs
7.582267,9.187477,2,Endothelial
10.5186405,10.4057665,2,Endothelial
-3.174594,-2.5207386,5,Neurons
0.276847,3.0128102,0,Oligodendrocytes
-7.6148305,11.456349,1,Neurons
11.189528,10.203743,2,Oligodendrocytes
-6.332402,12.184327,1,Neurons
3.741118,9.576369,4,Endothelial
3.418934,6.6894073,4,Neurons
-0.13968529,14.707898,3,Microglia
0.99911916,2.8319616,0,Microglia
5.927513,6.9683104,4,Neurons
8.09029,13.478418,0,Microglia
4.1207995,0.031243775,8,Oligodendrocytes
-2.674691,4.773023,0,Neurons
5.931613,7.2973433,4,Neurons
1.3962883,8.735221,7,Neurons
-4.328384,7.3333187,1,Neurons
0.95491403,13.967269,3,Endothelial
-7.4544525,6.1394854,1,Neurons
