cluster,rank,gene,score,pval,pval_adj
cluster_8,7,Nhsl1,8.009712,1.1497727430167917e-15,1.8948363089746166e-13
cluster_8,8,Rgs20,8.0028,1.2162114171028279e-15,1.98939125780082e-13
cluster_8,9,Gm6145,7.7482405,9.3174566996313e-15,1.117100530586007e-12
cluster_8,10,Bmpr1b,7.2883077,3.1387277106266677e-13,2.2265803986794988e-11
cluster_8,11,Ptprz1,7.1526423,8.512316791366718e-13,5.253315505529175e-11
cluster_8,12,Dock1,6.965058,3.2826870092718997e-12,1.7004247376888187e-10
cluster_8,13,Nwd1,6.7564163,1.414465344158628e-11,6.173811429633306e-10
cluster_8,14,Slc7a11,6.729144,1.706640366395453e-11,7.188369223257647e-10
cluster_8,15,Rfx4,6.7062654,1.9966859881884257e-11,8.285755056403595e-10
cluster_8,16,Sox6,6.487336,8.736714458548558e-11,3.0751744881070056e-09
cluster_8,17,Npas3,6.2447786,4.2440095077208624e-10,1.2603979988573987e-08
cluster_8,18,Tnc,5.971841,2.3459147613310965e-09,5.791058153685907e-08
cluster_8,19,Apoe,5.9627323,2.4805493353128952e-09,6.092171312150388e-08
cluster_9,0,Dach1,8.303802,1.0083216554403375e-16,1.1879862413187978e-14
cluster_9,1,Ndnf,8.159933,3.3521025883374886e-16,3.255113798749856e-14
cluster_9,2,Reln,7.6020823,2.914035814480949e-14,1.4743446066779286e-12
cluster_9,3,Ebf3,6.217385,5.05508680695479e-10,1.0686085636583978e-08
cluster_9,4,Trp73,5.116135,3.1185956361063017e-07,4.009316999398624e-06
cluster_9,5,Gm29683,4.61255,3.977596160297867e-06,4.2333885097093154e-05
cluster_9,6,Tmem163,4.5616407,5.075539594554878e-06,5.3096982979857547e-05
cluster_9,7,Utrn,4.206399,2.5947188428831007e-05,0.00023855837961743237
cluster_9,8,Cacna2d2,3.9310634,8.457098833422938e-05,0.000713853713153856
cluster_9,9,Vmn2r1,3.297036,0.0009771101164545884,0.006730315307451718
cluster_9,10,Pdzd2,3.0302782,0.002443285876117944,0.015431857709778864
cluster_9,11,Cdh4,2.9068294,0.0036511236881577834,0.02220726783324272
cluster_9,12,Eya2,2.8317716,0.004629089438511733,0.027490623496667498
cluster_9,13,Maml3,2.8181586,0.004829992930376725,0.028547876123833384
cluster_9,14,Lhx1,2.5149443,0.011905115375317991,0.06423615175127542
cluster_9,15,Cd274,2.4134068,0.0158041700556118,0.08280785479612737
cluster_9,16,Hs3st5,2.30096,0.021393883619335148,0.10785282801273446
cluster_9,17,Pik3c2g,1.891453,0.05856389673059315,0.26030458570558856
cluster_9,18,Ecel1,1.767165,0.0772006002649157,0.3311714101243284
cluster_9,19,Eln,1.7310814,0.08343725184303266,0.35347015817234456
cluster_10,0,Top2a,7.326076,2.3698929880428006e-13,7.98559141250902e-09
cluster_10,1,Mis18bp1,6.1731935,6.692426494944207e-10,5.085184074992537e-06
cluster_10,2,Kif11,6.06162,1.3475711078080304e-09,5.085184074992537e-06
cluster_10,3,Gm12610,6.0114427,1.8387980371931432e-09,5.085184074992537e-06
cluster_10,4,Cenpp,5.872609,4.289889068782166e-09,6.30458498649784e-06
cluster_10,5,Diaph3,5.7694793,7.951679408262865e-09,6.814522535620318e-06
cluster_10,6,Kif23,5.7240057,1.0404119754996408e-08,7.303692068007478e-06
cluster_10,7,Ndc80,5.6962633,1.2246172533964606e-08,7.306104788173242e-06
cluster_10,8,Smc4,5.4447713,5.187199041104861e-08,1.285204844772569e-05
cluster_10,9,Cenpf,5.391337,6.993546294181443e-08,1.5503587890048546e-05
cluster_10,10,Mki67,5.357081,8.457730295394194e-08,1.748415214930078e-05
cluster_10,11,Kif15,5.225847,1.7336003011076532e-07,2.9062385943345015e-05
cluster_10,12,Lockd,5.1051064,3.3060854816201e-07,4.4207085868520186e-05
cluster_10,13,Hjurp,5.099558,3.404478359627897e-07,4.463708280389946e-05
cluster_10,14,Neil3,5.0837564,3.7004196590866744e-07,4.741039575383444e-05
cluster_10,15,Ezh2,4.8900414,1.0081472507559303e-06,8.939613095124165e-05
cluster_10,16,Kif4,4.7379403,2.1590159929852696e-06,0.000157997472019773
cluster_10,17,Knl1,4.6753383,2.9346914519550577e-06,0.00019698677921330205
cluster_10,18,Rad51b,4.5606294,5.100056845911987e-06,0.00029426629362988067
cluster_10,19,Anln,4.523599,6.079686887367082e-06,0.0003403008793301016
cluster_11,0,Bnc2,7.1034813,1.2165263724548642e-12,4.09920726462391e-08
cluster_11,1,Slc47a1,6.6977916,2.115927819242779e-11,3.5649151898602336e-07
cluster_11,2,Slc26a7,6.1922903,5.929628832337685e-10,6.660159104481687e-06
cluster_11,3,Cped1,6.132513,8.650171038470291e-10,7.286904082807373e-06
cluster_11,4,Eya2,6.0291367,1.6483786754427687e-09,1.0926651696507997e-05
cluster_11,5,Foxp2,5.82732,5.632456223731726e-09,1.0926651696507997e-05
cluster_11,6,Adamtsl3,5.674038,1.3947018583517998e-08,1.0926651696507997e-05
cluster_11,7,Slc26a2,5.515135,3.485128120896074e-08,1.3211067932217437e-05
cluster_11,8,Slc38a2,5.3618526,8.237266072533787e-08,1.8382743770207188e-05
cluster_11,9,Tbx15,5.3437552,9.104055599083601e-08,1.893643564609389e-05
cluster_11,10,Gulp1,5.0816126,3.742437588141131e-07,4.503756320357269e-05
cluster_11,11,Plpp3,4.9453316,7.601434080137106e-07,7.276645533076702e-05
cluster_11,12,Egfr,4.7097874,2.4797528019502386e-06,0.00016578918733038738
cluster_11,13,Fbxl7,4.571724,4.837278793743487e-06,0.0002757985553874459
cluster_11,14,Slc47a2,4.5695305,4.888184662391746e-06,0.0002772933844847681
cluster_11,15,Mgp,4.5582876,5.1572333783437515e-06,0.0002886679998615798
cluster_11,16,Phldb2,4.5375853,5.690205957231856e-06,0.00031247855904659904
cluster_11,17,Gm26740,4.486034,7.256112009382643e-06,0.0003632294384598083
cluster_11,18,Nxn,4.399522,1.0848973736115276e-05,0.0004861263550693355
cluster_11,19,Ddr2,4.3611326,1.2939089597180069e-05,0.0005525926021122681
cluster_12,0,D130079A08Rik,5.4894004,4.033007744812295e-08,0.0004492706570299258
cluster_12,1,Dach1,5.453159,4.9482892412158476e-08,0.0004492706570299258
cluster_12,2,Tcf7l2,4.839467,1.3018789285705463e-06,0.0006854392558923926
cluster_12,3,Kctd8,4.8073025,1.529804924204388e-06,0.0007470769090723342
cluster_12,4,Trpm3,4.6964636,2.6470464072668663e-06,0.0010021896150479138
cluster_12,5,Gm29478,4.5419836,5.5727426821293255e-06,0.0015143478823954012
cluster_12,6,Msi2,4.306564,1.658101470606257e-05,0.002608762810719948
cluster_12,7,Syt6,4.1480064,3.353827401036224e-05,0.003975755529958767
cluster_12,8,Vav3,4.066765,4.7670287184864644e-05,0.004838246978859033
cluster_12,9,Zic1,3.5935094,0.0003262537257818169,0.01544023250553947
cluster_12,10,Ccdc141,3.5658753,0.0003626438316334838,0.016487504176755527
cluster_12,11,Rbms3,3.5349188,0.0004079003785860805,0.01754683679990176
cluster_12,12,D130009I18Rik,3.5314457,0.00041329469106136376,0.01769552466328299
cluster_12,13,C130073E24Rik,3.2611434,0.001109638735803188,0.03368503319065245
cluster_12,14,Syt9,3.2560093,0.0011299006873449395,0.03417696010841569
cluster_12,15,Pld5,3.228828,0.0012429861765212015,0.0361689656339019
cluster_12,16,Nwd2,3.228073,0.001246271698398884,0.03623327968011113
cluster_12,17,Pard3b,3.1663113,0.0015438553104141725,0.0417175208818893
cluster_12,18,Pou6f2,3.1105897,0.001867141912022317,0.04777161265565982
cluster_12,19,Tafa4,3.0592473,0.002218938568460802,0.053625127953964305
